binomial_name,country,continent,group,year_last_seen,threat_NA,action_NA,red_list_category,threat,threathened,action,actioned
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,BRU,0,EA,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,RCD,0,LWP,1
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,RCD,0,SM,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,RCD,0,LP,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,RCD,0,RM,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,RCD,0,EA,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,ISGD,0,LWP,1
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,ISGD,0,SM,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,ISGD,0,LP,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,ISGD,0,RM,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,ISGD,0,EA,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,EPM,1,LWP,1
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,EPM,1,SM,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,EPM,1,LP,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,EPM,1,RM,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,EPM,1,EA,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,CC,0,LWP,1
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,CC,0,SM,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,CC,0,LP,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,CC,0,RM,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,CC,0,EA,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,HID,1,LWP,1
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,HID,1,SM,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,HID,1,LP,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,HID,1,RM,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,HID,1,EA,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,P,1,LWP,1
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,P,1,SM,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,P,1,LP,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,P,1,RM,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,P,1,EA,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,TS,0,LWP,1
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,TS,0,SM,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,TS,0,LP,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,TS,0,RM,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,TS,0,EA,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,NSM,1,LWP,1
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,NSM,1,SM,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,NSM,1,LP,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,NSM,1,RM,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,NSM,1,EA,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,GE,0,LWP,1
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,GE,0,SM,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,GE,0,LP,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,GE,0,RM,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,NA,NA,Extinct,GE,0,EA,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,AA,1,LWP,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,AA,1,SM,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,AA,1,LP,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,AA,1,RM,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,AA,1,EA,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,BRU,0,LWP,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,BRU,0,SM,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,BRU,0,LP,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,BRU,0,RM,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,BRU,0,EA,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,RCD,1,LWP,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,RCD,1,SM,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,RCD,1,LP,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,RCD,1,RM,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,RCD,1,EA,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,ISGD,0,LWP,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,ISGD,0,SM,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,ISGD,0,LP,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,ISGD,0,RM,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,ISGD,0,EA,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,EPM,0,LWP,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,EPM,0,SM,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,EPM,0,LP,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,EPM,0,RM,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,EPM,0,EA,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,CC,0,LWP,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,CC,0,SM,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,CC,0,LP,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,CC,0,RM,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,CC,0,EA,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,HID,0,LWP,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,HID,0,SM,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,HID,0,LP,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,HID,0,RM,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,HID,0,EA,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,P,0,LWP,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,P,0,SM,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,P,0,LP,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,P,0,RM,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,P,0,EA,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,TS,0,LWP,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,TS,0,SM,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,TS,0,LP,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,TS,0,RM,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,TS,0,EA,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,NSM,0,LWP,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,NSM,0,SM,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,NSM,0,LP,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,NSM,0,RM,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,NSM,0,EA,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,GE,0,LWP,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,GE,0,SM,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,GE,0,LP,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,GE,0,RM,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,NA,1,Extinct,GE,0,EA,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,AA,1,LWP,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,AA,1,SM,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,AA,1,LP,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,AA,1,RM,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,AA,1,EA,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,BRU,0,LWP,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,BRU,0,SM,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,BRU,0,LP,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,BRU,0,RM,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,BRU,0,EA,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,RCD,0,LWP,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,RCD,0,SM,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,RCD,0,LP,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,RCD,0,RM,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,RCD,0,EA,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,ISGD,0,LWP,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,ISGD,0,SM,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,ISGD,0,LP,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,ISGD,0,RM,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,ISGD,0,EA,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,EPM,0,LWP,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,EPM,0,SM,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,EPM,0,LP,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,EPM,0,RM,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,EPM,0,EA,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,CC,0,LWP,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,CC,0,SM,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,CC,0,LP,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,CC,0,RM,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,CC,0,EA,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,HID,1,LWP,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,HID,1,SM,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,HID,1,LP,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,HID,1,RM,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,HID,1,EA,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,P,0,LWP,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,P,0,SM,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,P,0,LP,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,P,0,RM,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,P,0,EA,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,TS,0,LWP,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,TS,0,SM,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,TS,0,LP,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,TS,0,RM,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,TS,0,EA,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,NSM,0,LWP,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,NSM,0,SM,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,NSM,0,LP,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,NSM,0,RM,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,NSM,0,EA,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,GE,0,LWP,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,GE,0,SM,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,GE,0,LP,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,GE,0,RM,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,NA,1,Extinct,GE,0,EA,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,AA,1,LWP,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,AA,1,SM,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,AA,1,LP,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,AA,1,RM,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,AA,1,EA,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,BRU,0,LWP,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,BRU,0,SM,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,BRU,0,LP,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,BRU,0,RM,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,BRU,0,EA,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,RCD,1,LWP,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,RCD,1,SM,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,RCD,1,LP,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,RCD,1,RM,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,RCD,1,EA,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,ISGD,0,LWP,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,ISGD,0,SM,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,ISGD,0,LP,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,ISGD,0,RM,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,ISGD,0,EA,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,EPM,0,LWP,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,EPM,0,SM,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,EPM,0,LP,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,EPM,0,RM,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,EPM,0,EA,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,CC,0,LWP,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,CC,0,SM,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,CC,0,LP,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,CC,0,RM,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,CC,0,EA,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,HID,0,LWP,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,HID,0,SM,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,HID,0,LP,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,HID,0,RM,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,HID,0,EA,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,P,0,LWP,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,P,0,SM,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,P,0,LP,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,P,0,RM,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,P,0,EA,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,TS,0,LWP,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,TS,0,SM,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,TS,0,LP,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,TS,0,RM,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,TS,0,EA,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,NSM,0,LWP,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,NSM,0,SM,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,NSM,0,LP,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,NSM,0,RM,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,NSM,0,EA,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,GE,0,LWP,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,GE,0,SM,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,GE,0,LP,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,GE,0,RM,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,NA,1,Extinct,GE,0,EA,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,AA,0,LWP,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,AA,0,SM,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,AA,0,LP,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,AA,0,RM,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,AA,0,EA,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,BRU,0,LWP,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,BRU,0,SM,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,BRU,0,LP,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,BRU,0,RM,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,BRU,0,EA,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,RCD,0,LWP,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,RCD,0,SM,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,RCD,0,LP,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,RCD,0,RM,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,RCD,0,EA,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,ISGD,0,LWP,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,ISGD,0,SM,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,ISGD,0,LP,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,ISGD,0,RM,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,ISGD,0,EA,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,EPM,0,LWP,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,EPM,0,SM,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,EPM,0,LP,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,EPM,0,RM,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,EPM,0,EA,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,CC,0,LWP,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,CC,0,SM,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,CC,0,LP,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,CC,0,RM,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,CC,0,EA,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,HID,0,LWP,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,HID,0,SM,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,HID,0,LP,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,HID,0,RM,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,HID,0,EA,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,P,0,LWP,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,P,0,SM,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,P,0,LP,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,P,0,RM,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,P,0,EA,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,TS,0,LWP,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,TS,0,SM,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,TS,0,LP,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,TS,0,RM,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,TS,0,EA,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,1,1,Extinct,NSM,0,LWP,0
